,0,1,2,3
0,0.18541891771018554,0.15396608451615978,0.1579216834694049,0.15425818096386631
1,0.09498715620160914,0.0637734180821417,0.08464541436922221,0.15099494769586166
2,0.1569698187170149,0.1006570663806221,0.0908160318270282,0.0920325535660232
3,0.02565836333700225,0.06078357618320991,0.009628229165142065,0.009656813587103338
4,0.21403235819579522,0.1582267630270875,0.14696621568850443,0.15139855594230725
5,0.0,0.0,0.0,0.0
6,0.07720547204453361,0.07808335616366001,0.199556966481358,0.060935061990308764
7,0.0,0.0,0.0,0.0
8,0.14116025589587533,0.1717271182194382,0.17970629584083805,0.2894425543480857
9,0.26000728873268797,0.39455432582527034,0.2665921944297769,0.238510222946059
10,0.3679164184142043,0.25991650012521766,0.14788382926719312,0.20318160825887885
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.2825531412699814,0.3796415449063743,0.46088229939885533,0.3783569192157165
14,0.4887169174282396,0.6832248262805709,0.5741227143545101,0.5171272266734184
15,0.0,0.0,0.0,0.0
